,0_1,0_2,0_4,24_1,24_2,24_3,24_4,48_1,48_2,48_3,48_4,72_1,72_2,72_3,72_4,96_2,96_3,96_4,Protein name,ANOVA Significant,Cluster,Number Of Imputations,N: -Log ANOVA p value,N: ANOVA q-value,T: Protein.Group,T: Protein.Ids,T: Gene name
18,-0.7695264220237732,-0.13711851835250854,1.6694209575653076,0.03544481843709946,0.2116425633430481,-1.4558746814727783,0.8811025619506836,0.37941786646842957,-1.394118309020996,-1.026033878326416,-0.35168328881263733,-0.7737767100334167,-0.09096743166446686,-0.8366831541061401,-0.9709012508392334,-2.0666825771331787,-1.7337695360183716,-2.2496421337127686,Methyl-CpG-binding protein 2,+,Cluster -1366,0,4.631442726851803,0.0013577981651376149,Q9Z2D6,Q9Z2D6,Mecp2
19,-0.5414942502975464,-0.03509344905614853,0.8497186899185181,-0.729076623916626,0.04595677927136421,-1.1664148569107056,0.8082759976387024,-0.7271327972412109,-2.0616509914398193,-1.417069673538208,-0.3796195685863495,-1.601342797279358,-2.075394630432129,-1.3058300018310547,-1.5751876831054688,-1.5320439338684082,-1.4354329109191895,-1.522411584854126,ADP-ribosylhydrolase ARH3,+,Cluster -1366,0,5.356750317191485,0.0011929824561403507,Q8CG72,Q8CG72,Adprs
20,-0.6787441968917847,-0.02710730955004692,1.187727928161621,-0.2595403790473938,-0.20359334349632263,-1.658677339553833,-0.08809802681207657,-0.076982282102108,-0.6766698956489563,-0.9023311734199524,-0.5761551856994629,-0.6948304176330566,-0.8177713751792908,-1.1266225576400757,-2.016059398651123,-1.2828327417373657,-0.6983174681663513,-0.902617335319519,"Enoyl-CoA delta isomerase 1, mitochondrial",+,Cluster -1366,0,4.193587804125594,0.0015903614457831326,P42125,P42125,Eci1
21,0.05384993180632591,0.2540704607963562,1.3446508646011353,-0.4730137288570404,-1.1728012561798096,-1.0292025804519653,0.8877488374710083,-0.11809459328651428,-1.659921646118164,-1.4779040813446045,-1.5157029628753662,-0.3189677894115448,-1.4642454385757446,-0.3396965563297272,-0.8993402123451233,-0.5736587643623352,0.527439534664154,-1.3509604930877686,Ferritin light chain 1,+,Cluster -1366,0,1.7040574003867501,0.04022486144101346,P29391,P29391,Ftl1
22,-0.026552774012088776,0.8868696093559265,0.9621015191078186,0.1550585776567459,0.15188270807266235,-0.6844942569732666,-0.04195201024413109,-0.3379351496696472,-1.9141641855239868,-1.0381546020507812,-0.07775330543518066,-0.32504764199256897,-1.505727767944336,-1.4980076551437378,-1.5371897220611572,-1.2657580375671387,-1.2722193002700806,-1.173655390739441,Calpain-1 catalytic subunit,+,Cluster -1366,0,5.444398939797245,0.0010769230769230769,O35350,O35350,Capn1
23,0.002086828462779522,0.6838695406913757,2.192504644393921,-0.3046942949295044,-0.6761054396629333,-1.412424921989441,0.8311908841133118,0.3502579629421234,-0.8369825482368469,-1.8174552917480469,-0.8001226186752319,-0.3538755774497986,-1.1527844667434692,-0.7726868987083435,-1.0440328121185303,-1.4803894758224487,-0.20340557396411896,-1.9054195880889893,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",+,Cluster -1366,0,3.0993208738464375,0.0050859728506787326,P09528,P09528,Fth1
24,-1.2798436880111694,0.10164229571819305,0.7497099041938782,-0.5488589406013489,-1.1242657899856567,-1.292815089225769,-0.20417866110801697,-0.5599309802055359,-1.2446694374084473,-1.3060628175735474,-2.1996445655822754,-0.9306290745735168,-1.2907600402832031,-1.444538950920105,-2.2930855751037598,-0.7109864354133606,-0.5278055667877197,-0.5977771878242493,Acyl-coenzyme A thioesterase 6,+,Cluster -1366,0,1.744824208274059,0.037282343368592354,Q32Q92,Q32Q92,Acot6
25,-1.007513165473938,-0.0493658110499382,0.10961564630270004,-0.6215625405311584,-0.3791135549545288,-1.6868228912353516,-1.090996265411377,0.07932043820619583,-2.259601593017578,-1.51143217086792,-0.9853768944740295,-1.2564870119094849,-2.035496234893799,-2.2140283584594727,-2.197840690612793,-1.000441551208496,-0.7887040972709656,-0.41378289461135864,Programmed cell death 6-interacting protein,+,Cluster -1366,0,3.4200080822556775,0.0036452599388379207,Q9WU78,Q9WU78,Pdcd6ip
26,-1.7493278980255127,-0.6820285320281982,-0.7634046077728271,-1.3046998977661133,-0.7228941917419434,-1.4700734615325928,-0.6130877733230591,-1.0834687948226929,-1.2295875549316406,-1.6501567363739014,-1.147643804550171,-1.5323379039764404,-2.2092297077178955,-1.7452678680419922,-1.9146149158477783,-0.8867834806442261,-0.5548047423362732,-0.7980000376701355,Vacuolar protein sorting-associated protein 29,+,Cluster -1366,0,2.935598490267378,0.006235528942115768,Q9QZ88,Q9QZ88,Vps29
27,-1.7341313362121582,-0.007002037484198809,-0.6384440064430237,-0.618170440196991,-0.640163242816925,-1.4761534929275513,-0.27819523215293884,-1.3473016023635864,-3.332447052001953,-1.5935900211334229,-0.9258792996406555,-2.313199281692505,-1.2796181440353394,-1.6615298986434937,-1.7175679206848145,-1.6599143743515015,-0.510256826877594,-0.5727819204330444,Toll-interacting protein,+,Cluster -1366,0,1.7421742516389442,0.037454545454545456,Q9QZ06,Q9QZ06,Tollip
28,-0.28664106130599976,-1.0136603116989136,-0.8213086724281311,-1.2638665437698364,-0.6004430651664734,-1.2809362411499023,-0.6362665295600891,-1.3561195135116577,-2.4281632900238037,-2.1136982440948486,-1.0958505868911743,-1.4877159595489502,-1.2157042026519775,-1.1857123374938965,-1.4491477012634277,-1.2681440114974976,-0.28708788752555847,-0.6883614659309387,DnaJ homolog subfamily B member 2,+,Cluster -1366,0,2.001526835237177,0.024714425907752698,Q9QYI5,Q9QYI5,Dnajb2
29,-1.0975614786148071,-0.391597181558609,-0.24055083096027374,-0.7084094285964966,-0.4758113920688629,-1.1557482481002808,-0.32447320222854614,-0.5049216747283936,-2.425016403198242,-1.9517483711242676,-0.6684284806251526,-1.349907398223877,-1.632724642753601,-2.1645219326019287,-2.823554515838623,-0.7071256637573242,-0.49973464012145996,-0.2956603467464447,Vacuolar protein sorting-associated protein 35,+,Cluster -1366,0,3.592985187364713,0.002981818181818182,Q9EQH3,Q9EQH3,Vps35
